Date,Product_ID,Product_Name,Category,State,City,Campaign,Base_Price,Discount_%,Final_Price,Units_Sold,Revenue,Cost_Per_Unit,Profit
2024-01-27,P006,Product_6,Apparel,West Bengal,Kolkata,,228.76,10,205.88,2,411.76,162.51,86.74
2024-02-21,P017,Product_17,Apparel,Kerala,Kochi,,939.04,25,704.28,21,14789.88,565.77,2908.71
2024-03-01,P018,Product_18,Electronics,Delhi,New Delhi,Summer Sale,587.81,30,411.47,93,38266.71,419.76,-770.97
2024-02-01,P006,Product_6,Apparel,Uttar Pradesh,Lucknow,Diwali,164.99,0,164.99,25,4124.75,107.4,1439.75
2024-04-06,P013,Product_13,Beauty,Maharashtra,Nagpur,New Year,289.17,20,231.34,41,9484.94,157.54,3025.8
2024-01-12,P006,Product_6,Apparel,Uttar Pradesh,Kanpur,Clearance,582.87,0,582.87,5,2914.35,443.98,694.45
2024-03-16,P004,Product_4,Beauty,Tamil Nadu,Coimbatore,Clearance,647.0,30,452.9,57,25815.3,510.29,-3271.23
2024-03-17,P004,Product_4,Beauty,Gujarat,Vadodara,Summer Sale,786.28,10,707.65,98,69349.7,541.0,16331.7
2024-02-22,P014,Product_14,Apparel,Tamil Nadu,Coimbatore,New Year,128.21,5,121.8,54,6577.2,95.56,1416.96
2024-04-27,P005,Product_5,Electronics,Kerala,Thiruvananthapuram,Clearance,940.98,0,940.98,69,64927.62,598.92,23602.14
2024-01-16,P007,Product_7,Home,Delhi,New Delhi,,879.81,20,703.85,88,61938.8,584.26,10523.92
2024-04-15,P011,Product_11,Home,Kerala,Kochi,Clearance,180.53,30,126.37,76,9604.12,106.34,1522.28
2024-03-28,P009,Product_9,Beauty,Tamil Nadu,Coimbatore,Summer Sale,870.54,30,609.38,46,28031.48,674.9,-3013.92
2024-04-23,P011,Product_11,Home,Rajasthan,Udaipur,Clearance,171.17,20,136.94,44,6025.36,92.2,1968.56
2024-04-05,P013,Product_13,Beauty,Rajasthan,Jaipur,Summer Sale,114.33,30,80.03,50,4001.5,78.54,74.5
2024-03-09,P020,Product_20,Beauty,Rajasthan,Udaipur,New Year,810.02,25,607.51,36,21870.36,428.49,6444.72
2024-03-22,P003,Product_3,Apparel,Gujarat,Vadodara,Summer Sale,312.11,0,312.11,41,12796.51,227.51,3468.6
2024-03-09,P011,Product_11,Home,Kerala,Thiruvananthapuram,Summer Sale,214.12,10,192.71,7,1348.97,133.9,411.67
2024-03-30,P020,Product_20,Beauty,Delhi,New Delhi,Diwali,214.4,5,203.68,16,3258.88,136.23,1079.2
2024-03-19,P005,Product_5,Electronics,Rajasthan,Udaipur,Summer Sale,730.31,15,620.76,23,14277.48,552.08,1579.64
2024-01-23,P001,Product_1,Apparel,Telangana,Hyderabad,Summer Sale,555.53,5,527.75,25,13193.75,309.71,5451.0
2024-04-02,P007,Product_7,Home,Rajasthan,Udaipur,New Year,562.17,0,562.17,81,45535.77,341.58,17867.79
2024-02-25,P011,Product_11,Home,Telangana,Hyderabad,,454.77,0,454.77,19,8640.63,336.1,2254.73
2024-02-02,P010,Product_10,Home,Gujarat,Vadodara,Summer Sale,524.71,30,367.3,23,8447.9,315.66,1187.72
2024-02-01,P015,Product_15,Beauty,Rajasthan,Udaipur,Summer Sale,848.75,0,848.75,18,15277.5,574.07,4944.24
2024-03-10,P007,Product_7,Home,West Bengal,Kolkata,,542.74,15,461.33,17,7842.61,420.8,689.01
2024-03-08,P019,Product_19,Beauty,Telangana,Hyderabad,Diwali,814.56,20,651.65,34,22156.1,488.91,5533.16
2024-03-31,P009,Product_9,Beauty,Kerala,Kochi,Diwali,980.5,20,784.4,88,69027.2,769.48,1312.96
2024-04-22,P013,Product_13,Beauty,Kerala,Thiruvananthapuram,New Year,800.59,10,720.53,61,43952.33,510.94,12784.99
2024-01-16,P006,Product_6,Apparel,Tamil Nadu,Madurai,Diwali,131.64,30,92.15,16,1474.4,100.47,-133.12
2024-01-21,P004,Product_4,Beauty,Delhi,New Delhi,New Year,596.54,10,536.89,12,6442.68,351.69,2222.4
2024-01-06,P016,Product_16,Electronics,Delhi,New Delhi,Summer Sale,968.97,15,823.62,17,14001.54,538.1,4853.84
2024-01-09,P013,Product_13,Beauty,Uttar Pradesh,Varanasi,,511.99,0,511.99,20,10239.8,368.28,2874.2
2024-03-24,P012,Product_12,Apparel,Tamil Nadu,Coimbatore,Clearance,738.37,15,627.61,61,38284.21,421.81,12553.8
2024-04-10,P012,Product_12,Apparel,West Bengal,Kolkata,New Year,798.28,15,678.54,97,65818.38,572.23,10312.07
2024-04-18,P008,Product_8,Electronics,Gujarat,Vadodara,,284.48,25,213.36,98,20909.28,192.03,2090.34
2024-03-11,P018,Product_18,Electronics,Uttar Pradesh,Lucknow,Summer Sale,867.29,0,867.29,14,12142.06,611.44,3581.9
2024-04-04,P014,Product_14,Apparel,Gujarat,Ahmedabad,,417.28,10,375.55,31,11642.05,248.6,3935.45
2024-04-13,P006,Product_6,Apparel,Tamil Nadu,Madurai,,353.62,30,247.53,96,23762.88,195.75,4970.88
2024-04-18,P003,Product_3,Apparel,Maharashtra,Nagpur,,310.93,10,279.84,58,16230.72,173.75,6153.22
2024-02-01,P006,Product_6,Apparel,Rajasthan,Udaipur,Clearance,624.95,30,437.47,91,39809.77,383.02,4954.95
2024-01-09,P001,Product_1,Apparel,West Bengal,Siliguri,Diwali,131.19,0,131.19,18,2361.42,101.59,532.8
2024-02-23,P004,Product_4,Beauty,Rajasthan,Udaipur,Summer Sale,693.01,30,485.11,64,31047.04,354.42,8364.16
2024-04-01,P003,Product_3,Apparel,Karnataka,Hubli,Clearance,704.85,5,669.61,83,55577.63,395.16,22779.35
2024-02-18,P011,Product_11,Home,Uttar Pradesh,Varanasi,Diwali,103.53,30,72.47,63,4565.61,77.77,-333.9
2024-01-12,P016,Product_16,Electronics,Kerala,Kochi,Diwali,808.05,30,565.63,94,53169.22,476.77,8352.84
2024-03-19,P020,Product_20,Beauty,Tamil Nadu,Coimbatore,Clearance,629.31,15,534.91,43,23001.13,385.64,6418.61
2024-03-24,P018,Product_18,Electronics,Telangana,Warangal,Diwali,892.14,5,847.53,26,22035.78,529.97,8256.56
2024-02-07,P010,Product_10,Home,Tamil Nadu,Chennai,Diwali,192.1,30,134.47,4,537.88,136.36,-7.56
2024-01-28,P001,Product_1,Apparel,Maharashtra,Mumbai,,673.66,25,505.25,90,45472.5,444.52,5465.7
2024-04-10,P014,Product_14,Apparel,Rajasthan,Udaipur,New Year,425.5,0,425.5,8,3404.0,324.56,807.52
2024-03-14,P002,Product_2,Apparel,Uttar Pradesh,Kanpur,Diwali,780.89,25,585.67,50,29283.5,396.88,9439.5
2024-04-17,P011,Product_11,Home,Maharashtra,Nagpur,,662.58,30,463.81,99,45917.19,366.05,9678.24
2024-02-25,P016,Product_16,Electronics,Telangana,Hyderabad,,586.2,0,586.2,53,31068.6,420.56,8778.92
2024-01-10,P012,Product_12,Apparel,Gujarat,Ahmedabad,Clearance,268.61,30,188.03,39,7333.17,150.65,1457.82
2024-01-21,P014,Product_14,Apparel,Tamil Nadu,Chennai,,751.0,30,525.7,83,43633.1,525.47,19.09
2024-01-13,P012,Product_12,Apparel,Delhi,New Delhi,Summer Sale,239.31,15,203.41,96,19527.36,137.53,6324.48
2024-01-09,P013,Product_13,Beauty,Kerala,Kochi,Summer Sale,899.87,20,719.9,92,66230.8,581.93,12693.24
2024-02-27,P011,Product_11,Home,Maharashtra,Pune,Clearance,284.25,5,270.04,35,9451.4,146.89,4310.25
2024-03-21,P009,Product_9,Beauty,Tamil Nadu,Chennai,New Year,372.36,20,297.89,72,21448.08,256.09,3009.6
2024-03-18,P016,Product_16,Electronics,Delhi,New Delhi,Summer Sale,852.8,5,810.16,98,79395.68,652.96,15405.6
2024-01-02,P008,Product_8,Electronics,Kerala,Kochi,,605.44,25,454.08,12,5448.96,338.63,1385.4
2024-01-07,P016,Product_16,Electronics,Tamil Nadu,Chennai,,750.75,5,713.21,29,20683.09,422.7,8424.79
2024-03-21,P015,Product_15,Beauty,Karnataka,Bengaluru,New Year,199.13,5,189.17,14,2648.38,100.88,1236.06
2024-01-06,P013,Product_13,Beauty,Rajasthan,Jaipur,New Year,114.13,10,102.72,70,7190.4,67.24,2483.6
2024-01-24,P012,Product_12,Apparel,Gujarat,Ahmedabad,Clearance,331.15,30,231.8,88,20398.4,234.86,-269.28
2024-03-15,P018,Product_18,Electronics,Telangana,Hyderabad,New Year,279.11,10,251.2,40,10048.0,218.05,1326.0
2024-02-13,P008,Product_8,Electronics,Karnataka,Hubli,Summer Sale,674.81,5,641.07,24,15385.68,386.69,6105.12
2024-03-11,P018,Product_18,Electronics,Rajasthan,Udaipur,Diwali,184.27,30,128.99,28,3611.72,125.91,86.24
2024-04-15,P006,Product_6,Apparel,Rajasthan,Udaipur,Clearance,462.27,30,323.59,34,11002.06,303.49,683.4
2024-03-22,P002,Product_2,Apparel,Delhi,New Delhi,Clearance,181.38,0,181.38,93,16868.34,141.11,3745.11
2024-04-15,P016,Product_16,Electronics,Uttar Pradesh,Kanpur,Summer Sale,384.0,10,345.6,92,31795.2,197.9,13588.4
2024-03-31,P008,Product_8,Electronics,Gujarat,Surat,Clearance,899.88,10,809.89,53,42924.17,558.19,13340.1
2024-01-30,P002,Product_2,Apparel,Maharashtra,Nagpur,Summer Sale,938.49,25,703.87,97,68275.39,695.38,823.53
2024-02-26,P019,Product_19,Beauty,Maharashtra,Pune,Summer Sale,568.18,5,539.77,63,34005.51,347.73,12098.52
2024-04-01,P012,Product_12,Apparel,West Bengal,Kolkata,Diwali,802.52,10,722.27,7,5055.89,571.53,1055.18
2024-02-22,P006,Product_6,Apparel,Uttar Pradesh,Varanasi,Diwali,828.43,25,621.32,92,57161.44,425.95,17974.04
2024-04-17,P010,Product_10,Home,Delhi,New Delhi,Summer Sale,209.23,25,156.92,4,627.68,109.03,191.56
2024-03-09,P001,Product_1,Apparel,West Bengal,Siliguri,Diwali,451.21,20,360.97,7,2526.79,292.38,480.13
2024-01-20,P005,Product_5,Electronics,Rajasthan,Jaipur,Clearance,598.69,0,598.69,95,56875.55,368.27,21889.9
2024-03-27,P010,Product_10,Home,Telangana,Hyderabad,New Year,243.24,5,231.08,11,2541.88,152.23,867.35
2024-02-03,P012,Product_12,Apparel,Uttar Pradesh,Kanpur,New Year,904.58,20,723.66,61,44143.26,510.77,12986.29
2024-04-24,P015,Product_15,Beauty,Gujarat,Surat,Summer Sale,589.71,30,412.8,58,23942.4,383.36,1707.52
2024-01-25,P001,Product_1,Apparel,Telangana,Warangal,New Year,646.04,30,452.23,48,21707.04,359.37,4457.28
2024-04-28,P014,Product_14,Apparel,West Bengal,Siliguri,Diwali,748.1,30,523.67,25,13091.75,478.14,1138.25
2024-03-03,P011,Product_11,Home,Telangana,Warangal,New Year,358.45,10,322.61,27,8710.47,181.17,3818.88
2024-03-25,P016,Product_16,Electronics,Karnataka,Hubli,,449.77,25,337.33,19,6409.27,308.49,547.96
2024-01-10,P018,Product_18,Electronics,Kerala,Thiruvananthapuram,,705.8,25,529.35,78,41289.3,398.52,10204.74
2024-04-14,P006,Product_6,Apparel,Delhi,New Delhi,,525.69,30,367.98,22,8095.56,287.54,1769.68
2024-02-23,P019,Product_19,Beauty,Rajasthan,Udaipur,Clearance,515.84,30,361.09,48,17332.32,335.43,1231.68
2024-04-03,P001,Product_1,Apparel,Karnataka,Hubli,Clearance,877.2,25,657.9,40,26316.0,675.32,-696.8
2024-03-14,P020,Product_20,Beauty,West Bengal,Siliguri,New Year,703.78,5,668.59,2,1337.18,447.48,442.22
2024-04-27,P006,Product_6,Apparel,Delhi,New Delhi,Summer Sale,631.78,10,568.6,55,31273.0,462.79,5819.55
2024-04-13,P005,Product_5,Electronics,Telangana,Hyderabad,,428.11,20,342.49,6,2054.94,239.09,620.4
2024-04-16,P017,Product_17,Apparel,Karnataka,Bengaluru,Clearance,823.47,25,617.6,96,59289.6,600.03,1686.72
2024-01-17,P006,Product_6,Apparel,Karnataka,Hubli,,445.55,10,401.0,40,16040.0,241.7,6372.0
2024-01-09,P018,Product_18,Electronics,Rajasthan,Jaipur,New Year,488.9,5,464.45,57,26473.65,256.94,11828.07
2024-03-19,P010,Product_10,Home,Kerala,Thiruvananthapuram,,228.51,30,159.96,35,5598.6,180.37,-714.35
2024-03-07,P013,Product_13,Beauty,Rajasthan,Udaipur,Diwali,387.75,15,329.59,84,27685.56,275.11,4576.32
2024-04-07,P004,Product_4,Beauty,Kerala,Kochi,,415.17,20,332.14,55,18267.7,295.04,2040.5
2024-02-08,P009,Product_9,Beauty,Uttar Pradesh,Varanasi,,380.36,0,380.36,11,4183.96,270.42,1209.34
2024-01-08,P020,Product_20,Beauty,Gujarat,Ahmedabad,Clearance,536.74,0,536.74,49,26300.26,294.72,11858.98
2024-02-03,P011,Product_11,Home,Delhi,New Delhi,,498.81,15,423.99,91,38583.09,251.43,15702.96
2024-04-19,P014,Product_14,Apparel,Kerala,Thiruvananthapuram,New Year,573.35,25,430.01,17,7310.17,439.53,-161.84
2024-02-02,P005,Product_5,Electronics,Telangana,Hyderabad,,703.65,30,492.55,80,39404.0,418.63,5913.6
2024-02-27,P016,Product_16,Electronics,Kerala,Thiruvananthapuram,Clearance,940.07,15,799.06,93,74312.58,628.52,15860.22
2024-04-24,P002,Product_2,Apparel,Tamil Nadu,Coimbatore,New Year,682.95,0,682.95,10,6829.5,481.82,2011.3
2024-04-20,P016,Product_16,Electronics,Maharashtra,Mumbai,Summer Sale,558.56,10,502.7,65,32675.5,292.14,13686.4
2024-04-14,P008,Product_8,Electronics,Uttar Pradesh,Lucknow,Diwali,173.33,15,147.33,10,1473.3,121.44,258.9
2024-02-18,P011,Product_11,Home,Tamil Nadu,Coimbatore,Summer Sale,467.83,30,327.48,12,3929.76,356.23,-345.0
2024-02-05,P007,Product_7,Home,Uttar Pradesh,Lucknow,,133.81,25,100.36,11,1103.96,82.41,197.45
2024-02-25,P002,Product_2,Apparel,Telangana,Hyderabad,,557.84,10,502.06,90,45185.4,294.72,18660.6
2024-01-30,P015,Product_15,Beauty,Tamil Nadu,Madurai,Clearance,251.41,25,188.56,56,10559.36,183.21,299.6
